Salem,IL,Marion,"(38.6278,-88.9582)"
Sammons Point,IL,Kankakee,"(41.0309,-87.8584)"
San Jose,IL,Logan,"(40.306,-89.6041)"
Sandoval,IL,Marion,"(38.612,-89.1193)"
Sandwich,IL,DeKalb,"(41.6496,-88.6175)"
Sauget,IL,St. Clair,"(38.5864,-90.1633)"
Sauk Village,IL,Cook,"(41.4907,-87.5702)"
Saunemin,IL,Livingston,"(40.8926,-88.4059)"
Savanna,IL,Carroll,"(42.0904,-90.1396)"
Savoy,IL,Champaign,"(40.06,-88.2552)"
Sawyerville,IL,Macoupin,"(39.0785,-89.802)"
Saybrook,IL,McLean,"(40.4282,-88.5262)"
Scales Mound,IL,Jo Daviess,"(42.475,-90.2526)"
Scarboro,IL,Lee,"(41.7814,-89.0343)"
Schaumburg,IL,Cook,"(42.0307,-88.0838)"
Schiller Park,IL,Cook,"(41.9586,-87.8693)"
Schram City,IL,Montgomery,"(39.1632,-89.4609)"
Sciota,IL,McDonough,"(40.5625,-90.7479)"
Scottville,IL,Macoupin,"(39.4777,-90.1038)"
Seaton,IL,Mercer,"(41.1023,-90.7991)"
Seatonville,IL,Bureau,"(41.3647,-89.274)"
Secor,IL,Woodford,"(40.7417,-89.135)"
Seneca,IL,LaSalle,"(41.321,-88.5882)"
Sesser,IL,Franklin,"(38.0905,-89.0509)"
Seward,IL,Winnebago,"(42.2389,-89.3579)"
Seymour,IL,Champaign,"(40.1067,-88.4272)"
Shabbona,IL,DeKalb,"(41.7653,-88.885)"
Shannon,IL,Carroll,"(42.1524,-89.7402)"
Shawneetown,IL,Gallatin,"(37.7164,-88.1862)"
Sheffield,IL,Bureau,"(41.3573,-89.7372)"
Shelbyville,IL,Shelby,"(39.4095,-88.7992)"
Sheldon,IL,Iroquois,"(40.771,-87.5658)"
Sheridan,IL,LaSalle,"(41.5285,-88.6789)"
Sherman,IL,Sangamon,"(39.8877,-89.6065)"
Sherrard,IL,Mercer,"(41.3108,-90.499)"
Shiloh,IL,St. Clair,"(38.554,-89.9163)"
Shipman,IL,Macoupin,"(39.1203,-90.0452)"
Shobonier,IL,Fayette,"(38.8695,-89.0887)"
Shorewood,IL,Will,"(41.518,-88.2149)"
Shumway,IL,Effingham,"(39.1834,-88.6532)"
Sibley,IL,Ford,"(40.5877,-88.3786)"
Sidell,IL,Vermilion,"(39.9097,-87.8236)"
Sidney,IL,Champaign,"(40.0253,-88.072)"
Sigel,IL,Shelby,"(39.2257,-88.4945)"
Signal Hill,IL,St. Clair,"(38.5773,-90.0568)"
Silvis,IL,Rock Island,"(41.4978,-90.4101)"
Simpson,IL,Johnson,"(37.4673,-88.7557)"
Sims,IL,Wayne,"(38.3615,-88.5353)"
Skokie,IL,Cook,"(42.036,-87.74)"
Sleepy Hollow,IL,Kane,"(42.0913,-88.3137)"
Smithboro,IL,Bond,"(38.8946,-89.34)"
Smithfield,IL,Fulton,"(40.4744,-90.2951)"
Smithton,IL,St. Clair,"(38.4141,-89.9911)"
Somonauk,IL,DeKalb,"(41.6417,-88.6731)"
Sorento,IL,Bond,"(39.0001,-89.5728)"
South Barrington,IL,Cook,"(42.0881,-88.1578)"
South Beloit,IL,Winnebago,"(42.4821,-89.0249)"
South Chicago Heights,IL,Cook,"(41.4831,-87.637)"
South Elgin,IL,Kane,"(41.9907,-88.3133)"
South Holland,IL,Cook,"(41.5977,-87.6022)"
South Jacksonville,IL,Morgan,"(39.7024,-90.2293)"
South Pekin,IL,Tazewell,"(40.4959,-89.6525)"
South Roxana,IL,Madison,"(38.814,-90.0605)"
South Wilmington,IL,Grundy,"(41.1744,-88.2813)"
Southern View,IL,Sangamon,"(39.7559,-89.6511)"
Sparland,IL,Marshall,"(41.0295,-89.441)"
Sparta,IL,Randolph,"(38.1514,-89.7185)"
Spaulding,IL,Sangamon,"(39.8665,-89.5446)"
Spillertown,IL,Williamson,"(37.7642,-88.9197)"
Spring Bay,IL,Woodford,"(40.8208,-89.5286)"
Spring Grove,IL,McHenry,"(42.4547,-88.2404)"
Spring Valley,IL,Bureau,"(41.3358,-89.2034)"
Springerton,IL,White,"(38.1787,-88.3549)"
Springfield,IL,Sangamon,"(39.7713,-89.6538)"
Stallings,IL,Madison,"(38.7248,-90.0632)"
Standard,IL,Putnam,"(41.2557,-89.1815)"
Standard City,IL,Macoupin,"(39.3504,-89.7836)"
Stanford,IL,McLean,"(40.4318,-89.2208)"
State Park Place,IL,Madison,"(38.6587,-90.0473)"
Staunton,IL,Macoupin,"(39.0112,-89.7935)"
Steeleville,IL,Randolph,"(38.0084,-89.6624)"
Steger,IL,Cook,"(41.4723,-87.6176)"
Sterling,IL,Whiteside,"(41.7997,-89.6952)"
Steward,IL,Lee,"(41.8492,-89.0151)"
Stewardson,IL,Shelby,"(39.2639,-88.6303)"
Stickney,IL,Cook,"(41.8183,-87.773)"
Stillman Valley,IL,Ogle,"(42.1041,-89.18)"
Stockland,IL,Iroquois,"(40.6145,-87.5928)"
Stockton,IL,Jo Daviess,"(42.352,-90.0007)"
Stolle,IL,St. Clair,"(38.5434,-90.1698)"
Stone Park,IL,Cook,"(41.9033,-87.8806)"
Stonefort,IL,Williamson,"(37.6178,-88.7051)"
Stonington,IL,Christian,"(39.6385,-89.1921)"
Stoy,IL,Crawford,"(38.9966,-87.8331)"
Strasburg,IL,Shelby,"(39.3497,-88.6212)"
Strawn,IL,Livingston,"(40.6537,-88.3999)"
Streamwood,IL,Cook,"(42.0209,-88.1778)"
Streator,IL,LaSalle,"(41.125,-88.8303)"
Stronghurst,IL,Henderson,"(40.7463,-90.9095)"
Sublette,IL,Lee,"(41.6439,-89.2313)"
Sugar Grove,IL,Kane,"(41.7714,-88.4471)"
Sullivan,IL,Moultrie,"(39.5953,-88.6085)"
Summerfield,IL,St. Clair,"(38.5955,-89.7497)"
Summit,IL,Cook,"(41.7877,-87.8146)"
Summum,IL,Fulton,"(40.2678,-90.2785)"
Sumner,IL,Lawrence,"(38.7196,-87.8727)"
Sun River Terrace,IL,Kankakee,"(41.1254,-87.7337)"
Sunfield,IL,Perry,"(38.0645,-89.2401)"
Sunny Crest,IL,Cook,"(41.5359,-87.6939)"
Swansea,IL,St. Clair,"(38.5502,-89.9854)"
Swanwick,IL,Perry,"(38.1698,-89.5362)"
Sycamore,IL,DeKalb,"(41.9955,-88.6816)"
Symerton,IL,Will,"(41.3281,-88.0541)"
Table Grove,IL,Fulton,"(40.365,-90.4252)"
Tallula,IL,Menard,"(39.9457,-89.9365)"
Tamaroa,IL,Perry,"(38.1364,-89.2293)"
Tamms,IL,Alexander,"(37.2416,-89.2714)"
Tampico,IL,Whiteside,"(41.6308,-89.7855)"
Taylor Springs,IL,Montgomery,"(39.131,-89.495)"
Taylorville,IL,Christian,"(39.5328,-89.2804)"
Tennessee,IL,McDonough,"(40.4112,-90.8361)"
Teutopolis,IL,Effingham,"(39.1314,-88.4818)"
Thawville,IL,Iroquois,"(40.6733,-88.1134)"
Thayer,IL,Sangamon,"(39.5404,-89.7579)"
Thebes,IL,Alexander,"(37.214,-89.4544)"
Third Lake,IL,Lake,"(42.3709,-88.012)"
Thomasboro,IL,Champaign,"(40.2438,-88.1874)"
Thompsonville,IL,Franklin,"(37.9144,-88.7623)"
Thomson,IL,Carroll,"(41.9726,-90.1117)"
Thornton,IL,Cook,"(41.5711,-87.6187)"
Tilden,IL,Randolph,"(38.2124,-89.684)"
Tilton,IL,Vermilion,"(40.0941,-87.6398)"
Timberlane,IL,Boone,"(42.3372,-88.8694)"
Time,IL,Pike,"(39.5612,-90.7234)"
Timewell,IL,Brown,"(40.0078,-90.8737)"
Tinley Park,IL,Cook,"(41.5671,-87.8049)"
Tiskilwa,IL,Bureau,"(41.2927,-89.5085)"
Toledo,IL,Cumberland,"(39.2724,-88.2413)"
Tolono,IL,Champaign,"(39.992,-88.2623)"
Toluca,IL,Marshall,"(41.0044,-89.1339)"
Tonica,IL,LaSalle,"(41.2159,-89.07)"
Topeka,IL,Mason,"(40.3304,-89.9306)"
Toulon,IL,Stark,"(41.0935,-89.8634)"
Tovey,IL,Christian,"(39.5883,-89.4486)"
Towanda,IL,McLean,"(40.5633,-88.9008)"
Tower Hill,IL,Shelby,"(39.3868,-88.9592)"
Tower Lake,IL,Lake,"(42.2315,-88.1538)"
Tremont,IL,Tazewell,"(40.5248,-89.4906)"
Trenton,IL,Clinton,"(38.6071,-89.6804)"
Trimble,IL,Crawford,"(39.0634,-87.6845)"
Triumph,IL,LaSalle,"(41.4995,-89.022)"
Trout Valley,IL,McHenry,"(42.1978,-88.2537)"
Trowbridge,IL,Shelby,"(39.3103,-88.5178)"
Troy,IL,Madison,"(38.727,-89.8967)"
Troy Grove,IL,LaSalle,"(41.4657,-89.0815)"
Tunnel Hill,IL,Johnson,"(37.5237,-88.8387)"
Tuscola,IL,Douglas,"(39.7978,-88.2759)"
Twin Grove,IL,McLean,"(40.4857,-89.0993)"
Ullin,IL,Pulaski,"(37.2777,-89.1752)"
Union,IL,McHenry,"(42.2315,-88.5447)"
Union Hill,IL,Kankakee,"(41.1085,-88.1462)"
University Park,IL,Cook,"(41.446,-87.7154)"
Urbana,IL,Champaign,"(40.1106,-88.1972)"
Ursa,IL,Adams,"(40.0741,-91.3726)"
Utica,IL,LaSalle,"(41.3406,-89.0101)"
Valier,IL,Franklin,"(38.0176,-89.0439)"
Valley City,IL,Pike,"(39.7071,-90.6514)"
Valley View,IL,DuPage,"(41.8303,-88.0678)"
Valmeyer,IL,Monroe,"(38.3064,-90.2979)"
Vandalia,IL,Fayette,"(38.9754,-89.1117)"
Varna,IL,Marshall,"(41.0353,-89.2244)"
Venedy,IL,Washington,"(38.3966,-89.6458)"
Venetian Village,IL,Lake,"(42.4011,-88.0466)"
Venice,IL,Madison,"(38.6719,-90.1688)"
Vera,IL,Fayette,"(39.0342,-89.1131)"
Vergennes,IL,Jackson,"(37.9013,-89.3399)"
Vermilion,IL,Edgar,"(39.58,-87.5877)"
Vermont,IL,Fulton,"(40.2959,-90.4291)"
Vernon,IL,Marion,"(38.8014,-89.0896)"
Vernon Hills,IL,Lake,"(42.2342,-87.9608)"
Verona,IL,Grundy,"(41.2157,-88.5046)"
Versailles,IL,Brown,"(39.8841,-90.6587)"
Victoria,IL,Knox,"(41.0333,-90.0952)"
Vienna,IL,Johnson,"(37.4143,-88.887)"
Villa Grove,IL,Douglas,"(39.8644,-88.16)"
Villa Park,IL,DuPage,"(41.8864,-87.9779)"
Viola,IL,Mercer,"(41.2053,-90.5863)"
Virden,IL,Macoupin,"(39.5057,-89.7711)"
Virgil,IL,Kane,"(41.9555,-88.5292)"
Virginia,IL,Cass,"(39.9519,-90.211)"
Volo,IL,Lake,"(42.33,-88.1601)"
Wadsworth,IL,Lake,"(42.4445,-87.9197)"
Waggoner,IL,Montgomery,"(39.3776,-89.6527)"
Walnut,IL,Bureau,"(41.557,-89.5908)"
Walnut Hill,IL,Marion,"(38.4777,-89.0446)"
Walshville,IL,Montgomery,"(39.0689,-89.6189)"
Waltonville,IL,Jefferson,"(38.214,-89.0374)"
Wamac,IL,Clinton,"(38.4973,-89.1457)"
Wapella,IL,De Witt,"(40.2216,-88.9613)"
Ware,IL,Union,"(37.4478,-89.394)"
Warren,IL,Jo Daviess,"(42.4948,-89.9913)"
Warrensburg,IL,Macon,"(39.9318,-89.062)"
Warrenville,IL,DuPage,"(41.821,-88.1856)"
Warsaw,IL,Hancock,"(40.3509,-91.4277)"
Washburn,IL,Woodford,"(40.9203,-89.2918)"
Washington,IL,Tazewell,"(40.7039,-89.4349)"
Washington Park,IL,St. Clair,"(38.628,-90.0925)"
Wasson,IL,Saline,"(37.7881,-88.4848)"
Wataga,IL,Knox,"(41.0253,-90.2754)"
Waterloo,IL,Monroe,"(38.3403,-90.1538)"
Waterman,IL,DeKalb,"(41.7683,-88.7657)"
Watseka,IL,Iroquois,"(40.7748,-87.7293)"
Watson,IL,Effingham,"(39.0262,-88.5683)"
Wauconda,IL,Lake,"(42.2749,-88.136)"
Waukegan,IL,Lake,"(42.3697,-87.8716)"
Waverly,IL,Morgan,"(39.5926,-89.9523)"
Wayne,IL,DuPage,"(41.9494,-88.2583)"
Wayne City,IL,Wayne,"(38.3481,-88.5895)"
Waynesville,IL,De Witt,"(40.2411,-89.1245)"
Wedges Corner,IL,Lake,"(42.3861,-88.0042)"
Wedron,IL,LaSalle,"(41.4361,-88.7734)"
Weldon,IL,De Witt,"(40.1215,-88.7496)"
Wellington,IL,Iroquois,"(40.5404,-87.6796)"
Wenona,IL,Marshall,"(41.0486,-89.0522)"
Wenonah,IL,Montgomery,"(39.32,-89.2879)"
West Brooklyn,IL,Lee,"(41.6928,-89.1473)"
West Chicago,IL,DuPage,"(41.8958,-88.2252)"
West City,IL,Franklin,"(37.9962,-88.947)"
West Dundee,IL,Kane,"(42.0984,-88.3072)"
West Frankfort,IL,Franklin,"(37.8997,-88.9302)"
West Jersey,IL,Stark,"(41.0189,-89.9271)"
West Peoria,IL,Peoria,"(40.6972,-89.6393)"
West Point,IL,Hancock,"(40.2555,-91.1836)"
West Salem,IL,Edwards,"(38.5197,-88.009)"
West Union,IL,Clark,"(39.215,-87.6657)"
West York,IL,Crawford,"(39.1689,-87.673)"
Westchester,IL,Cook,"(41.8492,-87.8906)"
Western Springs,IL,Cook,"(41.8022,-87.9006)"
Westervelt,IL,Shelby,"(39.4791,-88.8612)"
Westfield,IL,Clark,"(39.4554,-87.9967)"
Westmont,IL,DuPage,"(41.7948,-87.9742)"
Westview,IL,St. Clair,"(38.537,-90.1018)"
Westville,IL,Vermilion,"(40.044,-87.6389)"
Wheaton,IL,DuPage,"(41.856,-88.1083)"
Wheeler,IL,Jasper,"(39.043,-88.3188)"
Wheeling,IL,Cook,"(42.1308,-87.9239)"
White Ash,IL,Williamson,"(37.7853,-88.9294)"
White City,IL,Macoupin,"(39.0716,-89.7637)"
White Hall,IL,Greene,"(39.4388,-90.4019)"
White Heath,IL,Piatt,"(40.087,-88.5116)"
Whittington,IL,Franklin,"(38.0892,-88.9028)"
Wildwood,IL,Lake,"(42.3428,-87.9981)"
Williams Park,IL,Lake,"(42.2542,-88.1834)"
Williamsfield,IL,Knox,"(40.9267,-90.0182)"
Williamson,IL,Madison,"(38.9873,-89.7644)"
Williamsville,IL,Sangamon,"(39.9517,-89.5507)"
Willisville,IL,Perry,"(37.9828,-89.5898)"
Willow Hill,IL,Jasper,"(38.9958,-88.0218)"
Willow Springs,IL,Cook,"(41.7351,-87.8836)"
Willowbrook,IL,DuPage,"(41.7635,-87.9456)"
Wilmette,IL,Cook,"(42.077,-87.7282)"
Wilmington,IL,Will,"(41.3197,-88.1434)"
Wilson,IL,Lake,"(42.3722,-88.1398)"
Wilsonville,IL,Macoupin,"(39.0694,-89.8553)"
Wilton Center,IL,Will,"(41.3514,-87.9598)"
Winchester,IL,Scott,"(39.6298,-90.456)"
Windsor,IL,Shelby,"(39.4389,-88.5953)"
Winfield,IL,DuPage,"(41.8774,-88.1505)"
Winnebago,IL,Winnebago,"(42.2671,-89.2337)"
Winnetka,IL,Cook,"(42.1065,-87.7421)"
Winslow,IL,Stephenson,"(42.4932,-89.7945)"
Winthrop Harbor,IL,Lake,"(42.4806,-87.8294)"
Witt,IL,Montgomery,"(39.2545,-89.3492)"
Wonder Lake,IL,McHenry,"(42.3791,-88.3493)"
Wood Dale,IL,DuPage,"(41.9665,-87.9808)"
Wood River,IL,Madison,"(38.8633,-90.0774)"
Woodhull,IL,Henry,"(41.1786,-90.3221)"
Woodland,IL,Iroquois,"(40.7142,-87.7304)"
Woodlawn,IL,Jefferson,"(38.3279,-89.0347)"
Woodridge,IL,DuPage,"(41.7372,-88.041)"
Woodson,IL,Morgan,"(39.6274,-90.2254)"
Woodstock,IL,McHenry,"(42.3103,-88.4357)"
Woodworth,IL,Iroquois,"(40.6598,-87.8459)"
Woosung,IL,Ogle,"(41.9034,-89.5409)"
Worden,IL,Madison,"(38.9314,-89.8404)"
Worth,IL,Cook,"(41.6877,-87.7916)"
Wyanet,IL,Bureau,"(41.3606,-89.5831)"
Wyoming,IL,Stark,"(41.0637,-89.773)"
Xenia,IL,Clay,"(38.6372,-88.6375)"
Yale,IL,Jasper,"(39.1203,-88.0246)"
Yates City,IL,Knox,"(40.7777,-90.014)"
York Center,IL,DuPage,"(41.857,-87.9878)"
Yorkfield,IL,DuPage,"(41.8634,-87.9484)"
Yorkville,IL,Kendall,"(41.6551,-88.4509)"
Zeigler,IL,Franklin,"(37.9066,-89.0521)"
Zion,IL,Lake,"(42.4599,-87.8511)"
Aberdeen,IN,Porter,"(41.4418,-87.1166)"
Aboite,IN,Allen,"(41.0009,-85.318)"
Adams,IN,Decatur,"(39.3825,-85.56)"
Advance,IN,Boone,"(39.9954,-86.6204)"
Ainsworth,IN,Lake,"(41.4878,-87.2586)"
Akron,IN,Fulton,"(41.0389,-86.0249)"
Alamo,IN,Montgomery,"(39.9835,-87.0554)"
Albany,IN,Delaware,"(40.3061,-85.2324)"
Albion,IN,Noble,"(41.3966,-85.4187)"
Alexandria,IN,Madison,"(40.2583,-85.676)"
Alfordsville,IN,Daviess,"(38.5607,-86.9482)"
Alpine,IN,Fayette,"(39.5539,-85.1758)"
Alquina,IN,Fayette,"(39.6128,-85.0547)"
Alton,IN,Crawford,"(38.1211,-86.4196)"
Altona,IN,DeKalb,"(41.3521,-85.1524)"
Ambia,IN,Benton,"(40.4894,-87.5164)"
Amboy,IN,Miami,"(40.602,-85.9275)"
Americus,IN,Tippecanoe,"(40.5254,-86.7476)"
Amity,IN,Johnson,"(39.4262,-86.0011)"
Amo,IN,Hendricks,"(39.6888,-86.6125)"
Anderson,IN,Madison,"(40.0875,-85.6921)"
Andersonville,IN,Franklin,"(39.4975,-85.2889)"
Andrews,IN,Huntington,"(40.8603,-85.6019)"
Angola,IN,Steuben,"(41.6431,-85.005)"
Arcadia,IN,Hamilton,"(40.1742,-86.0211)"
Arcola,IN,Allen,"(41.1037,-85.2941)"
Argos,IN,Marshall,"(41.2388,-86.2525)"
Arlington,IN,Rush,"(39.6458,-85.5796)"
Ashley,IN,DeKalb,"(41.5203,-85.0624)"
Atlanta,IN,Hamilton,"(40.2135,-86.0266)"
Attica,IN,Fountain,"(40.2877,-87.2449)"
Auburn,IN,DeKalb,"(41.3666,-85.0559)"
Aurora,IN,Dearborn,"(39.0653,-84.905)"
Austin,IN,Scott,"(38.7417,-85.8118)"
Avilla,IN,Noble,"(41.3641,-85.2344)"
Avoca,IN,Lawrence,"(38.9172,-86.5557)"
Avon,IN,Hendricks,"(39.7604,-86.3916)"
Azalia,IN,Bartholomew,"(39.0917,-85.8472)"
Bainbridge,IN,Putnam,"(39.7616,-86.8117)"
Bargersville,IN,Johnson,"(39.5414,-86.2004)"
Bass Lake,IN,Starke,"(41.2304,-86.5845)"
Batesville,IN,Ripley,"(39.2974,-85.2139)"
Bath,IN,Franklin,"(39.5084,-84.8625)"
Battle Ground,IN,Tippecanoe,"(40.507,-86.852)"
Beal,IN,Knox,"(38.5767,-87.63)"
Bedford,IN,Lawrence,"(38.8602,-86.4895)"
Beech Grove,IN,Marion,"(39.7153,-86.087)"
Bengal,IN,Shelby,"(39.4734,-85.9228)"
Berne,IN,Adams,"(40.6567,-84.9555)"
Bethany,IN,Morgan,"(39.5337,-86.3778)"
Beverly Shores,IN,Porter,"(41.685,-86.9804)"
Bicknell,IN,Knox,"(38.7744,-87.3078)"
Bippus,IN,Huntington,"(40.9442,-85.6239)"
Birdseye,IN,Dubois,"(38.315,-86.6961)"
Black Oak,IN,Lake,"(41.5661,-87.3936)"
Blanford,IN,Vermillion,"(39.667,-87.5203)"
Blocher,IN,Scott,"(38.7181,-85.6566)"
Bloomfield,IN,Greene,"(39.0262,-86.9373)"
Bloomingdale,IN,Parke,"(39.8306,-87.2502)"
Bloomington,IN,Monroe,"(39.1637,-86.5257)"
Blountsville,IN,Henry,"(40.0599,-85.2384)"
Bluffton,IN,Wells,"(40.7426,-85.173)"
Boonville,IN,Warrick,"(38.0452,-87.2739)"
Borden,IN,Clark,"(38.4699,-85.9491)"
Boston,IN,Wayne,"(39.7412,-84.8517)"
Boswell,IN,Benton,"(40.5173,-87.376)"
Bourbon,IN,Marshall,"(41.2977,-86.1175)"
Brazil,IN,Clay,"(39.5232,-87.1244)"
Bremen,IN,Marshall,"(41.448,-86.1507)"
Bridgeton,IN,Parke,"(39.645,-87.1775)"
Bright,IN,Dearborn,"(39.2254,-84.8613)"
Bristol,IN,Elkhart,"(41.718,-85.8234)"
Brook,IN,Newton,"(40.8664,-87.3653)"
Brooklyn,IN,Morgan,"(39.5435,-86.3675)"
Brooksburg,IN,Jefferson,"(38.735,-85.2445)"
Brookston,IN,White,"(40.6009,-86.8663)"
Brookville,IN,Franklin,"(39.4232,-85.0114)"
Brownsburg,IN,Hendricks,"(39.833,-86.3828)"
Brownstown,IN,Jackson,"(38.8791,-86.0466)"
Bruceville,IN,Knox,"(38.758,-87.4154)"
Bryant,IN,Jay,"(40.5358,-84.9633)"
Buck Creek,IN,Tippecanoe,"(40.4874,-86.7622)"
Bucktown,IN,Sullivan,"(38.9948,-87.26)"
Buena Vista,IN,Franklin,"(39.4389,-85.2725)"
Buffalo,IN,White,"(40.888,-86.7374)"
Bunker Hill,IN,Miami,"(40.66,-86.1012)"
Burket,IN,Kosciusko,"(41.155,-85.9687)"
Burlington,IN,Carroll,"(40.4808,-86.3943)"
Burnett,IN,Vigo,"(39.5428,-87.2956)"
Burnettsville,IN,White,"(40.7612,-86.5947)"
Burney,IN,Decatur,"(39.3173,-85.6403)"
Burns City,IN,Martin,"(38.8203,-86.8926)"
Burns Harbor,IN,Porter,"(41.6197,-87.1256)"
Burrows,IN,Carroll,"(40.6767,-86.5075)"
Butler,IN,DeKalb,"(41.4274,-84.8721)"
Butlerville,IN,Jennings,"(39.0326,-85.5131)"
Caborn,IN,Posey,"(37.9706,-87.792)"
Cadiz,IN,Henry,"(39.9511,-85.487)"
Cambria,IN,Clinton,"(40.3659,-86.5592)"
Cambridge City,IN,Wayne,"(39.8125,-85.1703)"
Camden,IN,Carroll,"(40.6099,-86.539)"
Campbellsburg,IN,Washington,"(38.6514,-86.2613)"
Canaan,IN,Jefferson,"(38.8661,-85.2995)"
Cannelburg,IN,Daviess,"(38.6679,-86.9974)"
Cannelton,IN,Perry,"(37.9106,-86.7377)"
Carbon,IN,Clay,"(39.5991,-87.1078)"
Carefree,IN,Crawford,"(38.2517,-86.3514)"
Carlisle,IN,Sullivan,"(38.9608,-87.4015)"
Carmel,IN,Hamilton,"(39.9658,-86.1461)"
Carthage,IN,Rush,"(39.7366,-85.5715)"
Castleton,IN,Marion,"(39.907,-86.0522)"
Cataract,IN,Owen,"(39.4275,-86.8164)"
Catlin,IN,Parke,"(39.6937,-87.2353)"
Cato,IN,Pike,"(38.4367,-87.1856)"
Cayuga,IN,Vermillion,"(39.9474,-87.4646)"
Cedar Grove,IN,Franklin,"(39.3561,-84.9371)"
Cedar Lake,IN,Lake,"(41.3693,-87.438)"
Celestine,IN,Dubois,"(38.3848,-86.7792)"
Center Point,IN,Clay,"(39.4154,-87.0752)"
Centerville,IN,Wayne,"(39.8295,-84.9936)"
Central,IN,Harrison,"(38.0998,-86.1586)"
Chalmers,IN,White,"(40.6626,-86.8677)"
Chambersburg,IN,Orange,"(38.5181,-86.3922)"
Chandler,IN,Warrick,"(38.0368,-87.3747)"
Charlestown,IN,Clark,"(38.427,-85.6677)"
Chesterfield,IN,Madison,"(40.113,-85.5942)"
Chesterton,IN,Porter,"(41.5995,-87.0549)"
Chrisney,IN,Spencer,"(38.0097,-87.0315)"
Churubusco,IN,Whitley,"(41.2308,-85.3201)"
Cicero,IN,Hamilton,"(40.1248,-86.0244)"
Clarks Hill,IN,Tippecanoe,"(40.2472,-86.7245)"
Clarksburg,IN,Decatur,"(39.4353,-85.3472)"
Clarksville,IN,Clark,"(38.3225,-85.7674)"
Clay City,IN,Clay,"(39.2769,-87.1126)"
Claypool,IN,Kosciusko,"(41.1306,-85.8826)"
Clayton,IN,Hendricks,"(39.6883,-86.5231)"
Clear Creek,IN,Monroe,"(39.1092,-86.54)"
Clear Lake,IN,Steuben,"(41.7382,-84.8392)"
Clermont,IN,Marion,"(39.8167,-86.3207)"
Clifford,IN,Bartholomew,"(39.2827,-85.8691)"
Clinton,IN,Vermillion,"(39.6607,-87.4046)"
Cloverdale,IN,Putnam,"(39.5211,-86.7995)"
Coal City,IN,Owen,"(39.2303,-87.0458)"
Coalmont,IN,Clay,"(39.1931,-87.2265)"
Coatesville,IN,Hendricks,"(39.6881,-86.6698)"
Coe,IN,Pike,"(38.3064,-87.2581)"
Colburn,IN,Tippecanoe,"(40.5187,-86.7123)"
Colfax,IN,Clinton,"(40.1944,-86.6673)"
Collegeville,IN,Jasper,"(40.9059,-87.1612)"
Columbia City,IN,Whitley,"(41.1611,-85.4854)"
Columbus,IN,Bartholomew,"(39.2094,-85.9178)"
Connersville,IN,Fayette,"(39.6582,-85.141)"
Converse,IN,Miami,"(40.577,-85.8779)"
Cordry Sweetwater Lakes,IN,Brown,"(39.3085,-86.1222)"
Cornettsville,IN,Daviess,"(38.7567,-87.11)"
Corunna,IN,DeKalb,"(41.4359,-85.1441)"
Cory,IN,Clay,"(39.3823,-87.2058)"
Corydon,IN,Harrison,"(38.2132,-86.1259)"
Country Club Heights,IN,Madison,"(40.1242,-85.6877)"
Country Squire Lakes,IN,Jennings,"(39.038,-85.6849)"
Covington,IN,Fountain,"(40.1405,-87.391)"
Crandall,IN,Harrison,"(38.288,-86.066)"
Crane,IN,Martin,"(38.8945,-86.9012)"
Crawfordsville,IN,Montgomery,"(40.0433,-86.8966)"
Crocker,IN,Porter,"(41.5881,-87.1223)"
Cromwell,IN,Noble,"(41.4033,-85.6141)"
Cross Plains,IN,Ripley,"(38.9439,-85.2047)"
Crothersville,IN,Jackson,"(38.7946,-85.8397)"
Crown Point,IN,Lake,"(41.414,-87.3455)"
Crows Nest,IN,Marion,"(39.8566,-86.1691)"
Crumstown,IN,St. Joseph,"(41.6242,-86.4081)"
Culver,IN,Marshall,"(41.2157,-86.4234)"
Cumberland,IN,Marion,"(39.7852,-85.9498)"
Cuzco,IN,Dubois,"(38.4751,-86.7228)"
Cynthiana,IN,Posey,"(38.1873,-87.7086)"
Dale,IN,Spencer,"(38.1733,-86.9849)"
Daleville,IN,Delaware,"(40.1186,-85.5576)"
Dana,IN,Vermillion,"(39.8072,-87.4945)"
Danville,IN,Hendricks,"(39.7607,-86.5081)"
Darlington,IN,Montgomery,"(40.1073,-86.7765)"
Darmstadt,IN,Vanderburgh,"(38.0938,-87.5793)"
Dayton,IN,Tippecanoe,"(40.3759,-86.7747)"
Decatur,IN,Adams,"(40.8301,-84.9281)"
Decker,IN,Knox,"(38.5184,-87.524)"
Delong,IN,Fulton,"(41.1384,-86.4164)"
Delphi,IN,Carroll,"(40.5831,-86.6672)"
DeMotte,IN,Jasper,"(41.1987,-87.1974)"
Denham,IN,Pulaski,"(41.152,-86.7136)"
Denver,IN,Miami,"(40.8646,-86.0771)"
Depauw,IN,Harrison,"(38.3351,-86.2175)"
Deputy,IN,Jefferson,"(38.7952,-85.6528)"
Derby,IN,Perry,"(38.0303,-86.5272)"
Dillsboro,IN,Dearborn,"(39.019,-85.055)"
Domestic,IN,Wells,"(40.6117,-85.0886)"
Dover Hill,IN,Martin,"(38.7221,-86.8002)"
Dublin,IN,Wayne,"(39.8127,-85.2055)"
Dubois,IN,Dubois,"(38.4458,-86.7978)"
Dugger,IN,Sullivan,"(39.0704,-87.259)"
Dune Acres,IN,Porter,"(41.6447,-87.0964)"
